sample_id,sentence_text,source_type,sentence_type,obligation_level,action_type,condition_type,hazard_candidate,equipment_candidate,work_type_candidate,control_category_candidate,control_type_candidate,control_name_candidate,legal_required_possible,confidence,review_note
S0663,- 보조치구 등을 사용하여 금형을 최대한 균형있게 고정,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0664,■ 여기서 전체 체결력은 금형의 전체 체결력을 의미한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0665,일반적으로 전체 체결력의 기준은 기계능력의,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0666,■ 전체 체결력의 비는 다음과 같으며 상형 - 60% 하형 - 40% 다음과 같은 공식이나 BOLT의 크기로 알,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0667,"FC = ∑FC/n(ton),   FC : 단위체결력(ton),   n : 사용될 클램프수,",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0668,(∑FC : 전체체결력(ton)),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0669,■ 프레스 용량이 200TON일 때,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0670,금형의 전체 체결력은 기계능력의 5~20%이므로 비율을 중간인 10%로 할때 금형전체 체결력은,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0671,200(TON) X 10/100 = 20(TON),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0672,"상형의 체결력비가 금형전체체결력의 60%이고 하형은 40%이므로,",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0673,상형 : 20(TON) x 60/100 = 12TON,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0674,하형 : 20(TON) x 40/100 = 8TON,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0675,"상형에 4개, 하형에 4개의 클램프로 고정하고자 할 때,",kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0676,상형 : 12(TON) / 4 = 3TON,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0677,하형 : 8(TON) / 4 = 2TON,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0678,"LY형 클램프를 쓸 때 2, 4, 6, 8, 10, 12, 16, 25, TON의 8종류 중 안전성과 경제성을 고려 4TON 클램",kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0679,프를 상·하형에 4개씩 8개를 사용한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0680,● 금형 인양 시 보조도구 사용,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0681,- 호이스트를 이용한 금형 해체작업 수행 시 금형의 위치 조정 등을 할 경우 손을 짚지 말고 보조도구,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0682,(수공구) 등을 사용하여 금형의 위치 조정 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0683,"- 금형교환작업 시 금형의 낙하, 충돌 및 협착 등의 재해 예방을 위한 금형교환장치 설치 및 적용",kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0684,● 호이스트를 이용한 무리한 금형교환작업 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0685,● 금형 인양 시 금형에 손을 짚은 채 작업 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0686,사출기에 설치되어 있던 금형을 교환하기 위해 호이스트를 이용하여 금형해체작업을 하던 중 금형과,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0687,사출기 지지대 사이에 손가락이 끼임,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0688,재해사례 : 호이스트를 이용하여 금형교환작업 시 협착,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0689,- 금형 설치 전 사출기의 형판과 금형의 설치판을 깨끗이 청소한다.,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0690,- 금형의 고정상태는 보조 치구 등을 이용하여 최대한 균형 있게 고정시킨다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0691,- 아이볼트는 상방향의 고정측과 가동측에 균형 있게 설치하고 사이각이 45도 이내가 되도록 한다.,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0692,● 실린더 방향으로 보호봉을 필요로 한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0693,● 오동작 방지를 위한 리미트 스위치를 사출기와 직렬로 연결한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0694,● 설치 후 사출 작업 전에 회로의 동작성을 반드시 점검한다.,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0695,● 금형 교환 사전 준비 작업,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0696,- 작업 지시서를 확인한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0697,- 금형사양 및 금형 상태 확인을 하고 금형예열장소로 금형이동 시킨다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0698,- 원재료 예비건조가 되야 할 ITEM은 예비건조를 2시간 전에 실시한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0699,- 금형 예열은 금형교환 1시간 전에 예열을 실시한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0700,- 예열이 완료되면 10분 전에 교환할 설비에 미리 이동 시킨다.,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0701,- 준비작업이 완료되면 성형기의 S/W를 수동으로 전환한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0702,- 금형 전면부 표면 확인 후 AIR BLOWIMG 실시하고 표면에 방청제를 도포한 후에 저압으로,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0703,- 크레인을 이용하여 금형위치에 놓고 아이볼트에 크레인을 걸어 줄걸이 로프에 하중이 걸리게,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0704,- AUTO CLAMP를 수동으로 전환 후 압력을 해체하고 CLAMP을 금형 형판에서 분리시킨다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0705,- 저압으로 전환 후 형개를 한 후 크레인을 이용하여 지정된 위치에 금형을 내려놓는다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0706,- 준비된 금형을 적정 높이로 올리고 금형 하부 온조공에 NIPPLE을 조립한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0707,- 준비된 금형을 CRANE으로 이동하여 설비에 안착하고 금형을 고정형판에 밀착 시킨다.,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0708,- 저압으로 전환 후 노즐과 CENTER를 확인하고 AUTO CALMP를 금형 형판에 밀착시킨다.,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0709,- HOT RUNNER 금형이면 금형에 HOT RUNNER를 연결한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0710,- 유압 코어 금형일 경우 유압호스를 연결한다.,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0711,- 냉각 LINE을 확인하여 냉각수가 제대로 금형에 흐르는지 육안으로 확인한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0712,되었으면 저압으로 형개를 시켜 금형내부를 확인한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0713,● 산업안전보건기준에 관한 규칙,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0714,- 제32조 (보호구의 지급 등),kosha,ppe_rule,informative,,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,v2_extra|zh=
S0715,- 제92조 (정비 등의 작업시의 운전정지 등),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0716,- 제104조 (금형조정작업의 위험방지),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0717,- 제164조 (고리걸이 훅 등의 안전계수),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0718,- 제302조 (전기 기계기구의 접지),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0719,섬유 또는 섬유제품 제조업의,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0720,•이물질 제거를 할때는 기계를 정지시킨 후 작업,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0721,•로울러에 비상정지장치(비상로프)등 방호장치 설치,kosha,emergency_rule,informative,,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,v2_extra|zh=
S0722,•작업장 정리정돈 및 안전통로 확보,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0723,•계단 및 통로상에 물건 등 적재금지,kosha,prohibition,prohibited,,,,,,,,,,low,v2_extra|zh=
S0724,•근로자 키를 고려한 적당한 높이의 작업발판 설치,kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_fall_protection_install,추락방지설비 설치,Y,high,v2_extra|zh=
S0725,•고소작업 시 비계 및 안전작업발판 또는 고소작업대차를 이용,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0726,"•고소작업 시 안전모 및 안전대를 지급하고, 착용 후 작업",kosha,ppe_rule,informative,,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,v2_extra|zh=
S0727,•끼거나 말려 들어갈 위험점에 방호조치 결여,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0728,•작업장 통로 안전성 미확보,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0729,•작업자가 안전하게 일할 수 있는 작업발판 부재,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0730,섬유 또는 섬유제품 제조업 여성근로자의 경우 매년 약 340건의 업무상 재해가 발생하고 있으며 재해발생을 빈도,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0731,"별로 살펴보면 끼임, 넘어짐, 절단·베임·찔림 등이 상위를 차지하고 있습니다.",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0732,[  섬유 또는 섬유제품 제조업 여성근로자 재해통계  ],kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0733,불균형 및 무리한 동작  3.6%,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0734,침구용 시트를 건조시키는 다림질기계 전면에서 시트,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0735,이용 벨트와 로울러 사이에 미성년 작업자 손이 끼인,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0736,"후, 회전력에 의해 팔이 감기면서 머리상부가 가이드",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0737,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 미설치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0738,●  2인 1조 작업자 부적격,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0739,"미성년자는 자기자신뿐만 아니라, 동료작업자의 작업상태 및",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0740,안전조치를 관리할 능력도 부족,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0741,"※ 미성년자가 근로계약을 하기 위해서는 부모등의 동의가 필요하며, 부모가",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0742,미성년자 본인을 대리하여 근로계약을 맺을 수 없음「근기법 제 67조」,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0743,●  다림질 기계의 벨트 회전용 로울러 상부에 방호덮개 설치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0744,●  정식 근로자의 2인1조 작업 실시,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0745,다림질기계 작업자들은 자격을 획득한 정식근로자를 2인1조로,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0746,"구성하되, 동료의 작업 상태와 안전을 관리하는 감독자 지정 필요",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0747,섬유 탈수작업 중 탈수기 내부로 떨어짐,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0748,침구용 시트 건조작업 중 로울러 사이에 끼임,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0749,섬유제품 생산 작업장 내에서 원단 탈수 작업 중,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0750,작업자가 탈수기 내부로 미끄러져 떨어지는 사고 발생,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0751,●  원심탈수기 안전장치 미설치 및 안전검사 소홀,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0752,●  안전하고 적당한 높이의 작업발판 미설치,kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_fall_protection_install,추락방지설비 설치,Y,high,v2_extra|zh=
S0753,●  원심탈수기 안전장치 설치 및 안전검사 실행,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0754,원심탈수기의 덮개 개방 시 탈수용 전동기의 전원이 차단,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0755,되면서 탈수조의 회전이 정지되는 인터록 장치(안전장치)와,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0756,브레이크 설치 및 안전검사 실행,kosha,inspection_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0757,※ 권장사항 : 작업여건상 탈수조가 회전하여야만 작업이 가능한 경우,kosha,condition_trigger,mandatory,,,,,,,,,,low,v2_extra|zh=
S0758,자동복귀형 스위치를 사용하여 탈수기 조작 근로자가 스위치를,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0759,누르는 상태에서만 탈수기가 저속으로 작동되도록 구조변경,kosha,emergency_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0760,●  안전하고 적당한 높이의 작업발판 설치,kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_fall_protection_install,추락방지설비 설치,Y,high,v2_extra|zh=
S0761,섬유 또는 섬유제품 제조업의 재해사례와 예방,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0762,일터에서 적용하여야 할 유해·위험 예방 조치,kosha,descriptive_noise,mandatory,,,,,,,,,,low,v2_extra|zh=
S0763,기본적으로 체크하여야 할 조항,kosha,descriptive_noise,mandatory,,,,,,,,,,low,v2_extra|zh=
S0764,산업안전보건기준에 관한 규칙,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0765,※ 상기 조항 이외에 추가적으로 적용되는 관련 법령 및 조항이 있음을 유념한다.,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0766,●안전밸브 등으로부터 배출되는 위험물은 연소·,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0767,흡수·세정·포집 또는 회수 등의 방법으로,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0768,"단, 다음의 경우 배출 위험물을 안전한",kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0769,장소로 유도하여 외부로 직접 배출가능,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0770,"- 배출물을 연소·흡수·포집, 회수 등의 방법",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0771,으로 처리 시 파열판 기능 저해 우려가 있는,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0772,- 배출물질을 연소 처리할 때에 유해성가스를,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0773,- 고압 위험물이 대량 배출되어 연소·흡수·,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0774,"포집, 회수 등으로 완전히 처리할 수 없는",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0775,"- 공정설비가 있는 지역과 떨어진 인화성 가스, 인화성 액체 저장탱크에 안전밸브 등이 설치될 때에 저장탱크에 냉각설비",kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,high,v2_extra|zh=
S0776,또는 자동소화설비 등 안전상의 조치를 하였을 경우,kosha,equipment_rule,informative,,,,,,emergency_control,ctrl_fire_extinguisher_setup,소화설비 비치,Y,high,v2_extra|zh=
S0777,"- 배출량이 적거나 배출 시 급격히 분산되어 재해의 우려가 없으며, 냉각설비 또는 자동소화설비를 설치하는 등 안전상의",kosha,equipment_rule,informative,,,,,,emergency_control,ctrl_fire_extinguisher_setup,소화설비 비치,Y,high,v2_extra|zh=
S0778,"| 배출 위험물의 포집, 연소처리의 예",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0779,일터에서의 유해·위험 예방 조치,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0780,폭발·화재 및 위험물누출에 의한 위험방지,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0781,┃화학설비·압력용기 등(II)┃,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0782,●인화성 액체를 저장·취급하는 대기압탱크에는 통기관 또는 통기밸브(breather valve) 등(이하 “통기설비”)을 설치,kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,medium,v2_extra|zh=
S0783,"●통기설비는 충분한 용량의 것을 사용, 철저하게 유지·보수",kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0784,※ 통기관은 진공 또는 가압 상태가 되지 않도록 대기로 개방된 배관을 말함,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0785,"※ 통기밸브는 평상시에 닫힌 상태로 있가가 탱크의 압력이 미리 설정된 압력에 도달하면 밸브가 열려 탱크 내부의 가스, 증기 등을 외부로 방출",kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0786,하거나 또는 탱크 내부로 외부 공기를 흡입하는 밸브임,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0787,"※ 비상(긴급)통기설비는 탱크주변의 화재로 인해 일시에 발생되는 많은 량의 가스·증기 등을 방출할 수 있는 긴급 압력방출 맨홀뚜껑, 긴급",kosha,emergency_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0788,압력방출 계기뚜껑(Gauge hatch) 등이 있음,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0789,(Emergency Vent),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0790,(Breather Valves),kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0791,통기밸브와 역화방지기(Flame,kosha,descriptive_noise,informative,,,,,,,,,,low,v2_extra|zh=
S0792,●인화성 액체 및 인화성 가스를 저장 취급하는 화학설비에서 증기나,kosha,equipment_rule,informative,,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,medium,v2_extra|zh=
S0793,가스를 대기로 방출하는 경우 외부로부터의 화염을 방지하기 위하여,kosha,condition_trigger,informative,,,,,,,,,,low,v2_extra|zh=
S0794,화염방지기를 그 설비 상단에 설치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0795,"- 단, 대기로 연결된 통기관에 통기밸브가 설치되어 있거나, 인화점",kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0796,이 섭씨 38도 이상 60도 이하인 인화성 액체를 저장·취급할 때,kosha,condition_trigger,informative,,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,medium,v2_extra|zh=
S0797,에 화염방지 기능을 가지는 인화방지망을 설치한 경우 예외,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0798,●화염방지기를 설치하는 경우 「산업표준화법」에 따른 화염방지장치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0799,"기준에 적합한 것을 설치하며, 항상 철저하게 보수·유지 실시",kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
S0800,※ 통기밸브가 있는 경우 당해 화학설비와 통기밸브 사이에 화염방지기를 설치,kosha,equipment_rule,informative,,,,,,,,,,low,v2_extra|zh=
